id,content,score,created_at,updated_at,user_id,lego_set_id
64,,5,2020-05-28 08:06:05.699864,2020-05-28 08:06:05.699864,830,11265
65,,5,2020-05-28 08:06:05.709877,2020-05-28 08:06:05.709877,838,11265
66,,4,2020-05-28 08:06:05.715822,2020-05-28 08:06:05.715822,840,11265
67,,4,2020-05-28 08:06:05.728787,2020-05-28 08:06:05.728787,845,11265
68,,5,2020-05-28 08:06:05.741752,2020-05-28 08:06:05.741752,859,11265
69,,5,2020-05-28 08:06:05.750758,2020-05-28 08:06:05.750758,866,11265
70,,4,2020-05-28 08:06:05.775662,2020-05-28 08:06:05.775662,904,11265
71,,5,2020-05-28 08:06:05.781679,2020-05-28 08:06:05.781679,905,11265
72,,4,2020-05-28 08:06:05.788627,2020-05-28 08:06:05.788627,909,11265
73,,4,2020-05-28 08:06:05.804583,2020-05-28 08:06:05.804583,929,11265
74,,4,2020-05-28 08:06:05.822576,2020-05-28 08:06:05.822576,954,11265
75,,4,2020-05-28 08:06:05.830556,2020-05-28 08:06:05.830556,958,11265
76,,5,2020-05-28 08:06:05.838536,2020-05-28 08:06:05.838536,965,11265
77,,5,2020-05-28 08:06:05.852461,2020-05-28 08:06:05.852461,981,11265
78,,5,2020-05-28 08:06:05.859442,2020-05-28 08:06:05.859442,985,11265
79,,4,2020-05-28 08:06:05.872406,2020-05-28 08:06:05.872406,994,11265
80,,5,2020-05-28 08:06:05.885372,2020-05-28 08:06:05.885372,1006,11265
81,,5,2020-05-28 08:06:05.894349,2020-05-28 08:06:05.894349,1013,11265
82,,4,2020-05-28 08:06:05.902328,2020-05-28 08:06:05.902328,1018,11265
83,,4,2020-05-28 08:06:05.916289,2020-05-28 08:06:05.916289,1032,11265
84,,4,2020-05-28 08:06:05.925265,2020-05-28 08:06:05.925265,1040,11265
85,,5,2020-05-28 08:06:05.951197,2020-05-28 08:06:05.951197,1078,11265
86,,4,2020-05-28 08:06:05.957213,2020-05-28 08:06:05.957213,1079,11265
87,,4,2020-05-28 08:06:05.963200,2020-05-28 08:06:05.963200,1080,11265
88,,5,2020-05-28 08:06:05.968151,2020-05-28 08:06:05.968151,1081,11265
89,,4,2020-05-28 08:06:05.975166,2020-05-28 08:06:05.975166,1082,11265
90,,4,2020-05-28 08:06:05.983149,2020-05-28 08:06:05.983149,1089,11265
91,,5,2020-05-28 08:06:05.999068,2020-05-28 08:06:05.999068,1108,11265
92,,5,2020-05-28 08:06:06.012035,2020-05-28 08:06:06.012035,1122,11265
93,,4,2020-05-28 08:09:52.796719,2020-05-28 08:09:52.796719,83,11265
94,,5,2020-05-28 08:09:52.838081,2020-05-28 08:09:52.838081,120,11265
95,,4,2020-05-28 08:09:52.870999,2020-05-28 08:09:52.870999,150,11265
96,,5,2020-05-28 08:09:52.878973,2020-05-28 08:09:52.878973,152,11265
97,,4,2020-05-28 08:09:52.885948,2020-05-28 08:09:52.885948,154,11265
98,,5,2020-05-28 08:09:52.917870,2020-05-28 08:09:52.917870,183,11265
99,,5,2020-05-28 08:09:52.943763,2020-05-28 08:09:52.943763,205,11265
100,,5,2020-05-28 08:09:52.968731,2020-05-28 08:09:52.968731,226,11265
101,,5,2020-05-28 08:09:52.998615,2020-05-28 08:09:52.999613,252,11265
102,,4,2020-05-28 08:09:53.072419,2020-05-28 08:09:53.072419,324,11265
103,,5,2020-05-28 08:09:53.081394,2020-05-28 08:09:53.081394,328,11265
104,,5,2020-05-28 08:09:53.088415,2020-05-28 08:09:53.088415,330,11265
105,,3,2020-05-28 08:09:53.132295,2020-05-28 08:09:53.132295,373,11265
106,,4,2020-05-28 08:09:53.146255,2020-05-28 08:09:53.146255,383,11265
107,,5,2020-05-28 08:09:53.158226,2020-05-28 08:09:53.158226,390,11265
108,,5,2020-05-28 08:09:53.185117,2020-05-28 08:09:53.185117,413,11265
109,,3,2020-05-28 08:09:53.214536,2020-05-28 08:09:53.214536,439,11265
110,,4,2020-05-28 08:09:53.226550,2020-05-28 08:09:53.226550,446,11265
111,,4,2020-05-28 08:09:53.232535,2020-05-28 08:09:53.232535,447,11265
112,,4,2020-05-28 08:09:53.246522,2020-05-28 08:09:53.246522,457,11265
113,,5,2020-05-28 08:09:53.273449,2020-05-28 08:09:53.273449,480,11265
114,,3,2020-05-28 08:09:53.284456,2020-05-28 08:09:53.284456,486,11265
115,,4,2020-05-28 08:09:53.300422,2020-05-28 08:09:53.301457,501,11265
116,,3,2020-05-28 08:09:53.321270,2020-05-28 08:09:53.321270,518,11265
117,,4,2020-05-28 08:09:53.340213,2020-05-28 08:09:53.340213,533,11265
118,,5,2020-05-28 08:09:53.357136,2020-05-28 08:09:53.357136,547,11265
119,,3,2020-05-28 08:09:53.397276,2020-05-28 08:09:53.397276,556,11265
120,,5,2020-05-28 08:09:53.416226,2020-05-28 08:09:53.416226,572,11265
121,,5,2020-05-28 08:09:53.437252,2020-05-28 08:09:53.437252,588,11265
122,,3,2020-05-28 08:09:53.444231,2020-05-28 08:09:53.444231,591,11265
123,,5,2020-05-28 08:09:53.453228,2020-05-28 08:09:53.453228,594,11265
124,,3,2020-05-28 08:09:53.528409,2020-05-28 08:09:53.528409,668,11265
125,,5,2020-05-28 08:09:53.542377,2020-05-28 08:09:53.542377,674,11265
126,,4,2020-05-28 08:09:53.554344,2020-05-28 08:09:53.554344,682,11265
127,,3,2020-05-28 08:09:53.563321,2020-05-28 08:09:53.564278,687,11265
128,,4,2020-05-28 08:09:53.571252,2020-05-28 08:09:53.571252,688,11265
129,,4,2020-05-28 08:09:53.596189,2020-05-28 08:09:53.596189,710,11265
130,,3,2020-05-28 08:09:53.609154,2020-05-28 08:09:53.609154,717,11265
131,,3,2020-05-28 08:09:53.623194,2020-05-28 08:09:53.623194,726,11265
132,,4,2020-05-28 08:09:53.637117,2020-05-28 08:09:53.637117,735,11265
133,,3,2020-05-28 08:09:53.658024,2020-05-28 08:09:53.658024,752,11265
134,,3,2020-05-28 08:09:53.690012,2020-05-28 08:09:53.690012,780,11265
135,,3,2020-05-28 08:09:53.711435,2020-05-28 08:09:53.711435,798,11265
136,,3,2020-05-28 08:09:53.723458,2020-05-28 08:09:53.723458,805,11265
137,,3,2020-05-28 08:09:53.755333,2020-05-28 08:09:53.755333,835,11265
138,,3,2020-05-28 08:09:53.774240,2020-05-28 08:09:53.774240,851,11265
139,,3,2020-05-28 08:09:53.791316,2020-05-28 08:09:53.791316,865,11265
140,,4,2020-05-28 08:09:53.808237,2020-05-28 08:09:53.808237,878,11265
141,,4,2020-05-28 08:09:53.820206,2020-05-28 08:09:53.820206,885,11265
142,,4,2020-05-28 08:09:53.832174,2020-05-28 08:09:53.832174,892,11265
143,,3,2020-05-28 08:09:53.866083,2020-05-28 08:09:53.866083,925,11265
144,,3,2020-05-28 08:09:53.880044,2020-05-28 08:09:53.880044,934,11265
145,,4,2020-05-28 08:09:53.890017,2020-05-28 08:09:53.890017,939,11265
146,,5,2020-05-28 08:09:53.930336,2020-05-28 08:09:53.930336,977,11265
147,,4,2020-05-28 08:09:53.968178,2020-05-28 08:09:53.968178,1014,11265
148,,3,2020-05-28 08:09:53.983139,2020-05-28 08:09:53.983139,1025,11265
149,,4,2020-05-28 08:09:54.007624,2020-05-28 08:09:54.007624,1045,11265
150,,4,2020-05-28 08:09:54.039575,2020-05-28 08:09:54.039575,1073,11265
151,,5,2020-05-28 08:09:54.055498,2020-05-28 08:09:54.055498,1086,11265
152,,3,2020-05-28 08:09:54.080431,2020-05-28 08:09:54.080431,1106,11265
153,,3,2020-05-28 08:09:54.089406,2020-05-28 08:09:54.089406,1110,11265
154,,5,2020-05-28 08:09:54.095391,2020-05-28 08:09:54.095391,1111,11265
155,,5,2020-05-28 08:09:54.106362,2020-05-28 08:09:54.106362,1117,11265
156,,3,2020-05-28 08:09:54.119326,2020-05-28 08:09:54.119326,1125,11265
157,,5,2020-05-28 08:11:10.465894,2020-05-28 08:11:10.465894,34,11265
158,,3,2020-05-28 08:11:10.485422,2020-05-28 08:11:10.485422,38,11265
159,,5,2020-05-28 08:11:10.495397,2020-05-28 08:11:10.495397,42,11265
160,,3,2020-05-28 08:11:10.504458,2020-05-28 08:11:10.504458,46,11265
161,,4,2020-05-28 08:11:10.513471,2020-05-28 08:11:10.513471,49,11265
162,,4,2020-05-28 08:11:10.520475,2020-05-28 08:11:10.520475,50,11265
163,,4,2020-05-28 08:11:10.529389,2020-05-28 08:11:10.529389,53,11265
164,,2,2020-05-28 08:11:10.537408,2020-05-28 08:11:10.537408,55,11265
165,,2,2020-05-28 08:11:10.550368,2020-05-28 08:11:10.550368,64,11265
166,,5,2020-05-28 08:11:10.563333,2020-05-28 08:11:10.563333,73,11265
167,,2,2020-05-28 08:11:10.573307,2020-05-28 08:11:10.573307,78,11265
168,,3,2020-05-28 08:11:10.580288,2020-05-28 08:11:10.580288,81,11265
169,,4,2020-05-28 08:11:10.604224,2020-05-28 08:11:10.604224,101,11265
170,,2,2020-05-28 08:11:10.623174,2020-05-28 08:11:10.623174,115,11265
171,,2,2020-05-28 08:11:10.632149,2020-05-28 08:11:10.632149,119,11265
172,,5,2020-05-28 08:11:10.638133,2020-05-28 08:11:10.638133,121,11265
173,,2,2020-05-28 08:11:10.646112,2020-05-28 08:11:10.646112,124,11265
174,,2,2020-05-28 08:11:10.660075,2020-05-28 08:11:10.660075,132,11265
175,,5,2020-05-28 08:11:10.669051,2020-05-28 08:11:10.669051,136,11265
176,,4,2020-05-28 08:11:10.679024,2020-05-28 08:11:10.679024,141,11265
177,,2,2020-05-28 08:11:10.690992,2020-05-28 08:11:10.690992,148,11265
178,,4,2020-05-28 08:11:10.699968,2020-05-28 08:11:10.699968,153,11265
179,,5,2020-05-28 08:11:10.709942,2020-05-28 08:11:10.709942,159,11265
180,,5,2020-05-28 08:11:10.716924,2020-05-28 08:11:10.716924,160,11265
181,,4,2020-05-28 08:11:10.733878,2020-05-28 08:11:10.733878,171,11265
182,,5,2020-05-28 08:11:10.739861,2020-05-28 08:11:10.739861,172,11265
183,,3,2020-05-28 08:11:10.751842,2020-05-28 08:11:10.751842,179,11265
184,,2,2020-05-28 08:11:10.766789,2020-05-28 08:11:10.766789,190,11265
185,,3,2020-05-28 08:11:10.773771,2020-05-28 08:11:10.773771,192,11265
186,,3,2020-05-28 08:11:10.782747,2020-05-28 08:11:10.782747,196,11265
187,,3,2020-05-28 08:11:10.794715,2020-05-28 08:11:10.794715,204,11265
188,,4,2020-05-28 08:11:10.802694,2020-05-28 08:11:10.802694,208,11265
189,,4,2020-05-28 08:11:10.809733,2020-05-28 08:11:10.809733,209,11265
190,,4,2020-05-28 08:11:10.824635,2020-05-28 08:11:10.824635,218,11265
191,,4,2020-05-28 08:11:10.831651,2020-05-28 08:11:10.831651,219,11265
192,,4,2020-05-28 08:11:10.838638,2020-05-28 08:11:10.839629,221,11265
193,,2,2020-05-28 08:11:10.848700,2020-05-28 08:11:10.848700,225,11265
194,,4,2020-05-28 08:11:10.860741,2020-05-28 08:11:10.860741,232,11265
195,,2,2020-05-28 08:11:10.868291,2020-05-28 08:11:10.868291,235,11265
196,,3,2020-05-28 08:11:10.879264,2020-05-28 08:11:10.879264,241,11265
197,,5,2020-05-28 08:11:10.889463,2020-05-28 08:11:10.889463,245,11265
198,,4,2020-05-28 08:11:10.896398,2020-05-28 08:11:10.896398,246,11265
199,,3,2020-05-28 08:11:10.903416,2020-05-28 08:11:10.903416,248,11265
200,,2,2020-05-28 08:11:10.911327,2020-05-28 08:11:10.911327,249,11265
201,,3,2020-05-28 08:11:10.918336,2020-05-28 08:11:10.918336,250,11265
202,,3,2020-05-28 08:11:10.930309,2020-05-28 08:11:10.930309,257,11265
203,,3,2020-05-28 08:11:10.939252,2020-05-28 08:11:10.939252,261,11265
204,,3,2020-05-28 08:11:10.951219,2020-05-28 08:11:10.951219,267,11265
205,,3,2020-05-28 08:11:10.959234,2020-05-28 08:11:10.959234,269,11265
206,,3,2020-05-28 08:11:10.974157,2020-05-28 08:11:10.974157,280,11265
207,,3,2020-05-28 08:11:10.989198,2020-05-28 08:11:10.989198,290,11265
208,,4,2020-05-28 08:11:11.002942,2020-05-28 08:11:11.002942,298,11265
209,,4,2020-05-28 08:11:11.011138,2020-05-28 08:11:11.011138,302,11265
210,,3,2020-05-28 08:11:11.033586,2020-05-28 08:11:11.033586,322,11265
211,,4,2020-05-28 08:11:11.045554,2020-05-28 08:11:11.045554,331,11265
212,,3,2020-05-28 08:11:11.056524,2020-05-28 08:11:11.056524,337,11265
213,,3,2020-05-28 08:11:11.062508,2020-05-28 08:11:11.062508,338,11265
214,,3,2020-05-28 08:11:11.074545,2020-05-28 08:11:11.074545,343,11265
215,,5,2020-05-28 08:11:11.084518,2020-05-28 08:11:11.084518,349,11265
216,,2,2020-05-28 08:11:11.104500,2020-05-28 08:11:11.104500,366,11265
217,,4,2020-05-28 08:11:11.114438,2020-05-28 08:11:11.114438,371,11265
218,,5,2020-05-28 08:11:11.122416,2020-05-28 08:11:11.122416,375,11265
219,,2,2020-05-28 08:11:11.131425,2020-05-28 08:11:11.131425,378,11265
220,,4,2020-05-28 08:11:11.141435,2020-05-28 08:11:11.141435,381,11265
221,,5,2020-05-28 08:11:11.156392,2020-05-28 08:11:11.156392,392,11265
222,,4,2020-05-28 08:11:11.177304,2020-05-28 08:11:11.177304,408,11265
223,,2,2020-05-28 08:11:11.192336,2020-05-28 08:11:11.192336,419,11265
224,,2,2020-05-28 08:11:11.203336,2020-05-28 08:11:11.203336,423,11265
225,,4,2020-05-28 08:11:11.217297,2020-05-28 08:11:11.217297,432,11265
226,,5,2020-05-28 08:11:11.229224,2020-05-28 08:11:11.229224,438,11265
227,,4,2020-05-28 08:11:11.237677,2020-05-28 08:11:11.237677,441,11265
228,,5,2020-05-28 08:11:11.249644,2020-05-28 08:11:11.249644,449,11265
229,,3,2020-05-28 08:11:11.256626,2020-05-28 08:11:11.256626,450,11265
230,,3,2020-05-28 08:11:11.267599,2020-05-28 08:11:11.267599,455,11265
231,,4,2020-05-28 08:11:11.275538,2020-05-28 08:11:11.275538,458,11265
232,,4,2020-05-28 08:11:11.302495,2020-05-28 08:11:11.302495,481,11265
233,,4,2020-05-28 08:11:11.311478,2020-05-28 08:11:11.311478,484,11265
234,,3,2020-05-28 08:11:11.318677,2020-05-28 08:11:11.318677,485,11265
235,,2,2020-05-28 08:11:11.345562,2020-05-28 08:11:11.345562,510,11265
236,,4,2020-05-28 08:11:11.364474,2020-05-28 08:11:11.364474,525,11265
237,,5,2020-05-28 08:11:11.381504,2020-05-28 08:11:11.381504,538,11265
238,,4,2020-05-28 08:11:11.397534,2020-05-28 08:11:11.397534,540,11265
239,,5,2020-05-28 08:11:11.410553,2020-05-28 08:11:11.410553,549,11265
240,,3,2020-05-28 08:11:11.421488,2020-05-28 08:11:11.421488,554,11265
241,,2,2020-05-28 08:11:11.430827,2020-05-28 08:11:11.430827,557,11265
242,,5,2020-05-28 08:11:11.440605,2020-05-28 08:11:11.440605,561,11265
243,,4,2020-05-28 08:11:11.456610,2020-05-28 08:11:11.456610,571,11265
244,,5,2020-05-28 08:11:11.470523,2020-05-28 08:11:11.470523,581,11265
245,,3,2020-05-28 08:11:11.478505,2020-05-28 08:11:11.478505,582,11265
246,,2,2020-05-28 08:11:11.490830,2020-05-28 08:11:11.490830,590,11265
247,,2,2020-05-28 08:11:11.500802,2020-05-28 08:11:11.500802,595,11265
248,,5,2020-05-28 08:11:11.514764,2020-05-28 08:11:11.514764,602,11265
249,,5,2020-05-28 08:11:11.534752,2020-05-28 08:11:11.534752,618,11265
250,,4,2020-05-28 08:11:11.552663,2020-05-28 08:11:11.552663,631,11265
251,,5,2020-05-28 08:11:11.581327,2020-05-28 08:11:11.581327,656,11265
252,,4,2020-05-28 08:11:11.588308,2020-05-28 08:11:11.588308,657,11265
253,,2,2020-05-28 08:11:11.600315,2020-05-28 08:11:11.600315,666,11265
254,,4,2020-05-28 08:11:11.615516,2020-05-28 08:11:11.615516,678,11265
255,,3,2020-05-28 08:11:11.626486,2020-05-28 08:11:11.626486,685,11265
256,,5,2020-05-28 08:11:11.639458,2020-05-28 08:11:11.639458,695,11265
257,,5,2020-05-28 08:11:11.648505,2020-05-28 08:11:11.648505,699,11265
258,,5,2020-05-28 08:11:11.664463,2020-05-28 08:11:11.664463,712,11265
259,,3,2020-05-28 08:11:11.671651,2020-05-28 08:11:11.671651,715,11265
260,,3,2020-05-28 08:11:11.679631,2020-05-28 08:11:11.679631,718,11265
261,,4,2020-05-28 08:11:11.690521,2020-05-28 08:11:11.690521,724,11265
262,,3,2020-05-28 08:11:11.711466,2020-05-28 08:11:11.711466,741,11265
263,,2,2020-05-28 08:11:11.732511,2020-05-28 08:11:11.732511,761,11265
264,,3,2020-05-28 08:11:11.741467,2020-05-28 08:11:11.741467,766,11265
265,,5,2020-05-28 08:11:11.747451,2020-05-28 08:11:11.747451,767,11265
266,,4,2020-05-28 08:11:11.753470,2020-05-28 08:11:11.753470,768,11265
267,,3,2020-05-28 08:11:11.761439,2020-05-28 08:11:11.761439,770,11265
268,,3,2020-05-28 08:11:11.770415,2020-05-28 08:11:11.770415,774,11265
269,,5,2020-05-28 08:11:11.791333,2020-05-28 08:11:11.792374,795,11265
270,,3,2020-05-28 08:11:11.799351,2020-05-28 08:11:11.799351,797,11265
271,,5,2020-05-28 08:11:11.808366,2020-05-28 08:11:11.808366,801,11265
272,,2,2020-05-28 08:11:11.818263,2020-05-28 08:11:11.818263,806,11265
273,,2,2020-05-28 08:11:11.824382,2020-05-28 08:11:11.824382,808,11265
274,,5,2020-05-28 08:11:11.831334,2020-05-28 08:11:11.831334,810,11265
275,,5,2020-05-28 08:11:11.836802,2020-05-28 08:11:11.836802,811,11265
276,,4,2020-05-28 08:11:11.845774,2020-05-28 08:11:11.845774,815,11265
277,,5,2020-05-28 08:11:11.854754,2020-05-28 08:11:11.854754,819,11265
278,,4,2020-05-28 08:11:11.866722,2020-05-28 08:11:11.866722,823,11265
279,,4,2020-05-28 08:11:11.872667,2020-05-28 08:11:11.872667,824,11265
280,,4,2020-05-28 08:11:11.884635,2020-05-28 08:11:11.884635,832,11265
281,,3,2020-05-28 08:11:11.890653,2020-05-28 08:11:11.890653,834,11265
282,,2,2020-05-28 08:11:11.905614,2020-05-28 08:11:11.905614,846,11265
283,,2,2020-05-28 08:11:11.912562,2020-05-28 08:11:11.912562,848,11265
284,,3,2020-05-28 08:11:11.923564,2020-05-28 08:11:11.923564,855,11265
285,,2,2020-05-28 08:11:11.944509,2020-05-28 08:11:11.944509,874,11265
286,,5,2020-05-28 08:11:11.956479,2020-05-28 08:11:11.956479,882,11265
287,,3,2020-05-28 08:11:11.962429,2020-05-28 08:11:11.962429,883,11265
288,,2,2020-05-28 08:11:11.973434,2020-05-28 08:11:11.973434,889,11265
289,,3,2020-05-28 08:11:11.996338,2020-05-28 08:11:11.996338,908,11265
290,,4,2020-05-28 08:11:12.008337,2020-05-28 08:11:12.008337,916,11265
291,,5,2020-05-28 08:11:12.018313,2020-05-28 08:11:12.018313,922,11265
292,,4,2020-05-28 08:11:12.026291,2020-05-28 08:11:12.026291,926,11265
293,,4,2020-05-28 08:11:12.037227,2020-05-28 08:11:12.037227,932,11265
294,,5,2020-05-28 08:11:12.044240,2020-05-28 08:11:12.044240,933,11265
295,,4,2020-05-28 08:11:12.055211,2020-05-28 08:11:12.055211,940,11265
296,,5,2020-05-28 08:11:12.073322,2020-05-28 08:11:12.073322,955,11265
297,,2,2020-05-28 08:11:12.080225,2020-05-28 08:11:12.080225,956,11265
298,,2,2020-05-28 08:11:12.089234,2020-05-28 08:11:12.089234,961,11265
299,,4,2020-05-28 08:11:12.111172,2020-05-28 08:11:12.111172,979,11265
300,,2,2020-05-28 08:11:12.121177,2020-05-28 08:11:12.121177,984,11265
301,,5,2020-05-28 08:11:12.136137,2020-05-28 08:11:12.136137,996,11265
302,,5,2020-05-28 08:11:12.143118,2020-05-28 08:11:12.143118,998,11265
303,,5,2020-05-28 08:11:12.149102,2020-05-28 08:11:12.149102,999,11265
304,,2,2020-05-28 08:11:12.155086,2020-05-28 08:11:12.155086,1000,11265
305,,4,2020-05-28 08:11:12.161078,2020-05-28 08:11:12.161078,1001,11265
306,,3,2020-05-28 08:11:12.169057,2020-05-28 08:11:12.169057,1004,11265
307,,5,2020-05-28 08:11:12.175041,2020-05-28 08:11:12.175041,1005,11265
308,,3,2020-05-28 08:11:12.181112,2020-05-28 08:11:12.181112,1007,11265
309,,3,2020-05-28 08:11:12.191085,2020-05-28 08:11:12.191085,1012,11265
310,,5,2020-05-28 08:11:12.204049,2020-05-28 08:11:12.204049,1023,11265
311,,2,2020-05-28 08:11:12.213028,2020-05-28 08:11:12.213028,1027,11265
312,,2,2020-05-28 08:11:12.222002,2020-05-28 08:11:12.222002,1031,11265
313,,4,2020-05-28 08:11:12.236962,2020-05-28 08:11:12.236962,1041,11265
314,,2,2020-05-28 08:11:12.251922,2020-05-28 08:11:12.251922,1052,11265
315,,2,2020-05-28 08:11:12.261896,2020-05-28 08:11:12.261896,1057,11265
316,,2,2020-05-28 08:11:12.279847,2020-05-28 08:11:12.279847,1070,11265
317,,3,2020-05-28 08:11:12.286830,2020-05-28 08:11:12.286830,1072,11265
318,,4,2020-05-28 08:11:12.303784,2020-05-28 08:11:12.303784,1088,11265
319,,3,2020-05-28 08:11:12.316749,2020-05-28 08:11:12.316749,1096,11265
320,,5,2020-05-28 08:11:12.322734,2020-05-28 08:11:12.322734,1097,11265
321,,3,2020-05-28 08:11:12.333704,2020-05-28 08:11:12.333704,1104,11265
322,,4,2020-05-28 08:12:18.131695,2020-05-28 08:12:18.131695,266,11265
323,,3,2020-05-28 08:12:18.257417,2020-05-28 08:12:18.257417,462,11265
324,,2,2020-05-28 08:12:18.272709,2020-05-28 08:12:18.272709,468,11265
325,,1,2020-05-28 08:12:18.536004,2020-05-28 08:12:18.536004,871,11265
326,,2,2020-05-28 08:12:18.555248,2020-05-28 08:12:18.555248,894,11265
327,,5,2020-05-28 08:12:18.624064,2020-05-28 08:12:18.624064,993,11265
328,,4,2020-05-28 08:12:18.691883,2020-05-28 08:12:18.691883,1094,11265
329,이것은 리뷰입니다,5,2020-05-28 08:23:51.276664,2020-05-28 08:23:51.276664,35,11267
330,이것은 리뷰입니다,2,2020-05-28 08:23:51.294786,2020-05-28 08:23:51.294786,38,11267
